month,town,resale_price
2019-09,YISHUN,417000
2019-09,YISHUN,419888
2019-09,YISHUN,420000
2019-09,YISHUN,426000
2019-09,YISHUN,430000
2019-09,YISHUN,440000
2019-09,YISHUN,500000
2019-09,YISHUN,538000
2019-09,YISHUN,560000
2019-09,YISHUN,580000
2019-09,YISHUN,588000
2019-10,SEMBAWANG,360000
2019-10,SEMBAWANG,375000
2019-10,SEMBAWANG,380000
2019-10,SEMBAWANG,380000
2019-10,SEMBAWANG,400000
2019-10,SEMBAWANG,400000
2019-10,SEMBAWANG,415000
2019-10,SEMBAWANG,415000
2019-10,SEMBAWANG,418000
2019-10,SEMBAWANG,422000
2019-10,WOODLANDS,355000
2019-10,WOODLANDS,355000
2019-10,WOODLANDS,366800
2019-10,WOODLANDS,375000
2019-10,WOODLANDS,385000
2019-10,WOODLANDS,388000
2019-10,WOODLANDS,398000
2019-10,WOODLANDS,405000
2019-10,WOODLANDS,415000
2019-10,WOODLANDS,420000
2019-10,WOODLANDS,420000
2019-10,WOODLANDS,430000
2019-10,YISHUN,340000
2019-10,YISHUN,355000
2019-10,YISHUN,366000
2019-10,YISHUN,368888
2019-10,YISHUN,373888
2019-10,YISHUN,375000
2019-10,YISHUN,375000
2019-10,YISHUN,380000
2019-10,YISHUN,380000
2019-10,YISHUN,380000
2019-10,YISHUN,380000
2019-10,YISHUN,380000
2019-10,YISHUN,390000
2019-10,YISHUN,390000
2019-10,YISHUN,395000
2019-10,YISHUN,396000
2019-10,YISHUN,396888
2019-10,YISHUN,399000
2019-10,YISHUN,400000
